""	0	
"banzvfiwywymketmreijhfvhftsxfhthhjifqqbonbdzf"	9	
"mycujjbgsgzldhszqciyjyqmpfnsfuqruunfgolyvmlavezlihjtiafxfupmohdkdqp"	10	
"hcieqtemzexjnjcvlhssbjfrsidwbuhiwpmnlsbkyawmjyjuieplpudieggfdnpz"	13	
"doqwrcwsyibzuyhynspjxxngfvjtmiaqzqoqskktvmspmbpbtekrexzjuiehsezrwnkrzukuielufavahhtlhswbadkt"	12	
"jmgyyxytjudpgauivupdqamiznjcaell"	12	
"rmpqmkbgnqmnmxljmqznchmrsqrwbdnvreldopjbfyrsvcdhscwwjkncafycknzbr"	13	
"efbpjjpadkcguwiqsrdhvfmwjyjibdthiwxtf"	14	
"tizxotvwlpqqxlw"	10	
"hfkton"	6	
"jvgfualgvthtkcqgogwgdkcoriamyoihl"	11	
"ofpznkvvffxwnnemuhwwxpgacgoknbbegsdtfa"	8	
"khoixbmjvvfuvwcvyjllymocshinmicwsqhptvaprhlmdnjewwpvidxcmfpyqtxkl"	13	
"bfzdwsk"	7	
"gnwrtvnksvorzczrbrmybyeeffhdarmggiaafnkxlapkdodgfqgiommvrtytmkauuauaphzajolo"	8	
"oujgarwmfrgarzmdb"	9	
"ydfatmztyqgmuxjedlxcaftgflhuqldooiqjxqfvinjcksgqeguglnosavorgrhxcaizsnwabfcnalfgrzmepaypxniegsdisljk"	12	
"hkcpmprxxxqw"	5	
"wllxdiklosdrdxfohgwringzefwbytmwgxtjhdxwycpbawphcnbmajmeokhoftlmsexakuyixplxmagoojdospvjbcxh"	14	
"ivqpsqbpqjogwnswtimdlbxcwgeaenwokndefetwpjenwwksgwxszuwxb"	12	
"yhpwvzlbe"	9	
"hzpzjvmhtwzzvwtwrqwuswbiuwjgxpzhrqgalsherjfofzkypisjgttbsdhruiyl"	12	
"ennzxtqgyelxqkozeyfargswplrzmezqsmppfhvglifcuwdzukbnrtmigfksjjldycufkplxa"	15	
"zupevlpwyirmsyrcsdodgmgbtssf"	10	
"sarppvkakhasannaeptjdyqpgt"	9	
"ynqogshxhchhpqhjrwwtdm"	8	
"mplehtxsslkitcpqlrzsiqbsjyoedarpseubxttrgfbbhqtsktmslpkwpbasbtk"	12	
"xgwxbpqiwslfkfzuylpldbhschngbxbadyzepqomkatuhtrfggsjjzemgrsjovmrtlxldmzposkvldcs"	13	
"uduthibycnmyzftmfestfhhytelwgfjcjevqoy"	10	
"rnfpmnkzsprluasuuygselcgwi"	10	
"pwdgprnefargsgzfcazzuxfodsqjraogxuomnbtsekzwsycwabvwzclcxdoqeewbampnpkgtwhqqhupixkey"	13	
"rdovre"	5	
"xccyotnfevzccrtmliuiuahlskbndhocjqczlqfpneusvnei"	11	
"astabfulijqqxvzpxbbpisfmox"	10	
"bbtablud"	6	
"byajjtzhobyncbfkwkykjjomconpkscnsdxcyylmzjbdnipjuptdahpcyeskxwyrbvtzvenvqrafzsou"	12	
"jzirpmrvgbudzmgwhgsovpempl"	9	
"hzirijbbynswuwqzxcfuknmyjbexsplcqvvafwcfjwbfuugswmmibaimdokxfxzxvuyas"	16	
"hcyljtfqldcxofzwscnezsbbqwxqyqqisotdhatsdxrrdsqvudbwxcxpbufbkxlemgivgbqmbjdecvbyycuygrpjm"	11	
"lyuydifnelqwzrfdvjyyizcczjwosklfigenojauwtqwkybijbgrajwbusqmcbuk"	15	
"yayjashvlfglgqukwmmhiodcesehmqrmqpvtjeoumufukaejorsyhwaloeuculolal"	12	
"mpugbrowdqcoevhecfenvkixevnrwyzipuqtngrqwtfcpogrtmhqwrpdmcwkawurslkftdvqzauqqbjjpqbmj"	13	
"pwsniujdmbqygjeebdgwtxzcgoviceatcthlnqqbugc"	13	
"rggtlnpgkqksefchmdaqyhdnatpwbtytbho"	11	
"udsgtcazkdgyijogsuvspkqrfrmgyauufocatczdhidpttxlntgdfwwnnktnmqhrejtxmucveflxzkjmdrr"	13	
"ppyfzt"	5	
"njagolznzwqvaviywsjlycelrujwverlotreerren"	9	
"bphjpddaqdcvowrzuoelzueryjkrpzdsokdgpggimldahwcbkinkctdccnvtmylckoicxrkjcpljlnmxvbhzvmbz"	11	
"ztnzgskvcoutadxpoicevzbwjbtvetxdmmdseppjfjcfocwf"	15	
"ylfzmeipzgwsdzgrebwvshaelhsndxydifdxllmltifwkooqpmohtqngygudfshqzknlvbyrmfnwt"	16	
"oircsmtfttnnwthdjinyvlztclbrjuxadocxdx"	12	
"wsslpluuwekuaxt"	7	
"bhwssrrswixvlwzjprwgesccwmwyjsumbsftlyohglerhecyxygeqj"	11	
"pvfnhzjtceavpzjzhwdbgjdehelnuwvlrababkwdowbexmffjigrsjvbpiqmglxaoyaplwtzvwfuimz"	15	
"vhkptgsiqiuxtszhszzdyufvqmpyzpswyclrkfadnwciqbqj"	13	
"roaltvbglbfcvbcaoumtwpisrqjuiuxzizkcvnkirrmmuooikbdgqlbkbmgmgdlodysancketytnmhxziahbninrwtd"	15	
"zqtcolecqoilmbbalyzvbhwqrlhofmsedlitzmvrcgeohfqsgqqhzmzqajghv"	16	
"naovupjrglxlbhsrbyjrhighbgqhnnkaozxkog"	11	
"vtbiuianjbxbifhpgnhqcvaclbzvqhynazxwhxjtygujodausimufpysqzniinvinsgwsppsylbmqc"	10	
"imvetmeledannnivadbxvtonrardstlbhihawmnbrnofaycddecyzsoquhvnaiojrvlnjyqblginhkskqwlppbhjicwklmteket"	14	
"ekwpseezrzkhvvzkyguglsqwflarpvkvfjkypqxgpjqlgpxexr"	10	
"imcerngiecuzjfljvejdtsvgbmehkxuujwbcmhmsljuxqhgnlprhk"	13	
"plbvuntohelijzsxtdinazvjmiafpkufxxaskvgrctcnuukozvbcuylghnowyidxfgprdykfrmu"	14	
"ihakcdmwczejmshmalkhtbawzlerzyfkhhujkifojkxxefkhswolxrjxenqfoxpvelfqvmfeyecdlokdmaqjraixpyddxsb"	11	
"ggububgvfk"	6	
"rakwmmnxengbcegiezjhfrbgneoikagdaszofomldsoiyvqcubmbsnjhuaqeayjdrktyzhjczxkasaeodqrxgdfadvgftpk"	13	
"zgkyntdptnpnqtctmvrsywudtalmpxbqdlprfsgahxnxsrtenkynistduerjdsaherallilshyqzqjgfvgufznitt"	15	
"fzshgyyijjqwbzwtyoeetbnqgodqjzsoymxgkvovggrkfndfckmxlznuntkw"	12	
"ensqkaciqxowqydgekkqwhbxxvkqijkowehiejqujhsbhxhnhrdebfbycoomxabveiditwecdwgmtna"	9	
"hdgikkinyyzxycsekxoev"	7	
"iaoonjenjnqsxbcfqadrzdutheqvkonvodlbmrqxe"	12	
"pbmticvltuonnxugsguhdkkpoygeynnpozjzdekxbbmoygwtpsasdnhrnqvldldtkmsosfntizkiigbzberetbvitswydztq"	10	
"ogfttbdulletpdwvxaoaxytqurvtmlgatmtopylckpxzvuuuukusinkdghystf"	10	
"otodinokzfhycbuwygqsofctljsgezbvsryceomdvvdyzzuxfnrwstpgejmlkpgegggnuusrswprxmqdzhzrcqzgcltmcz"	16	
"jfxwbuotmmkfkwvnvcopgeomgcivehmnpllsfcntoyyautpsxdhdkxsszangjbtanhtujgoxeoabkpthtcnfzhxbhlhsmctb"	10	
"mwuumuzcucmjxwcbjhcqhdzsmrgpmkayivtwpuyjyluvhzysiakpejjqcshpcipkfigweehcrbzaaxsjycaenkwsegjg"	13	
"ysvjyrpeyswztwctrntvnxlzvdfbolrmdmvddnkdfgdaehtxumtjlglhjqkxecljqjnuwxz"	10	
"fcdllzjfnerzkcivssuywhinqvjmuirznxmywvejbvknzsitleshmawcxfrroksbhezd"	13	
"fpdcztbudxfipowpnamsrfgexjlbjrfoglthewbhtiriznzmolehqnlpwxrfowwwjrd"	15
